source,target,gene_A,gene_B,type_gene_A_py,type_gene_B_py,MeanLR_py,type_gene_A_r,type_gene_B_r,MeanLR_r
MSC,Megakaryocyte,COL6A2,GP6,Ligand,Receptor,0.603880891870452,Ligand,Receptor,0.603880891870452
MSC,Megakaryocyte,COL6A3,CD44,Ligand,Receptor,0.40153040439466,Ligand,Receptor,0.40153040439466
MSC,Megakaryocyte,COL6A3,GP6,Ligand,Receptor,0.433681280959765,Ligand,Receptor,0.433681280959765
MSC,Megakaryocyte,THBS2,ITGA4,Ligand,Receptor,0.148749345352358,Ligand,Receptor,0.148749345352358
MSC,Megakaryocyte,THBS2,CD36,Ligand,Receptor,0.504799886731111,Ligand,Receptor,0.504799886731111
MSC,Megakaryocyte,THBS2,CD47,Ligand,Receptor,0.302697946239219,Ligand,Receptor,0.302697946239219
MSC,Megakaryocyte,LAMB2,RPSA,Ligand,Receptor,0.894719205448152,Ligand,Receptor,0.894719205448152
MSC,Megakaryocyte,HSPG2,ITGB1,Ligand,Receptor,0.526569798066364,Ligand,Receptor,0.526569798066364
MSC,Megakaryocyte,LAMA4,CD44,Ligand,Receptor,0.315687792056444,Ligand,Receptor,0.315687792056444
MSC,Megakaryocyte,TGFB1,ITGB1,Ligand,Receptor,0.413350158589167,Ligand,Receptor,0.413350158589167
MSC,Megakaryocyte,TGFB1,CXCR4,Ligand,Receptor,0.196510808098071,Ligand,Receptor,0.196510808098071
MSC,Megakaryocyte,IGF2,INSR,Ligand,Receptor,0.395405084140843,Ligand,Receptor,0.395405084140843
MSC,Megakaryocyte,APOE,LSR,Ligand,Receptor,1.10625656093414,Ligand,Receptor,1.10625656093414
MSC,Megakaryocyte,LGALS1,ITGB1,Ligand,Receptor,0.997888916441922,Ligand,Receptor,0.997888916441922
MSC,Megakaryocyte,LGALS1,PTPRC,Ligand,Receptor,0.762351698711924,Ligand,Receptor,0.762351698711924
MSC,Megakaryocyte,SPP1,ITGA4,Ligand,Receptor,0.234493109459152,Ligand,Receptor,0.234493109459152
MSC,Megakaryocyte,CCL2,ACKR1,Ligand,Receptor,0.316785938296157,Ligand,Receptor,0.316785938296157
MSC,Megakaryocyte,VCAN,ITGB1,Ligand,Receptor,1.05832396341575,Ligand,Receptor,1.05832396341575
MSC,Megakaryocyte,VCAN,ITGA4,Ligand,Receptor,0.756936432935387,Ligand,Receptor,0.756936432935387
MSC,Megakaryocyte,VCAN,CD44,Ligand,Receptor,0.784133656476311,Ligand,Receptor,0.784133656476311
MSC,Megakaryocyte,VCAN,SELP,Ligand,Receptor,0.786963932025943,Ligand,Receptor,0.786963932025943
MSC,Megakaryocyte,MIF,CD44,Ligand,Receptor,0.460603784420412,Ligand,Receptor,0.460603784420412
MSC,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.489279262644583,Ligand,Receptor,0.489279262644583
MSC,Megakaryocyte,HGF,NRP1,Ligand,Receptor,0.292888674337481,Ligand,Receptor,0.292888674337481
MSC,Megakaryocyte,HGF,ITGB1,Ligand,Receptor,0.587289676893817,Ligand,Receptor,0.587289676893817
MSC,Megakaryocyte,HGF,CD44,Ligand,Receptor,0.31309936995438,Ligand,Receptor,0.31309936995438
MSC,Megakaryocyte,NID1,ITGB1,Ligand,Receptor,0.408846959346276,Ligand,Receptor,0.408846959346276
MSC,Megakaryocyte,VEGFA,ITGB1,Ligand,Receptor,0.387817247663758,Ligand,Receptor,0.387817247663758
MSC,Megakaryocyte,VEGFA,SIRPA,Ligand,Receptor,0.0725861462985364,Ligand,Receptor,0.0725861462985364
MSC,Megakaryocyte,CXCL2,ADRA2A,Ligand,Receptor,0.152256468411342,Ligand,Receptor,0.152256468411342
MSC,Megakaryocyte,MDK,ITGA4,Ligand,Receptor,0.796806244596772,Ligand,Receptor,0.796806244596772
MSC,Megakaryocyte,FGF7,NRP1,Ligand,Receptor,0.153818118133022,Ligand,Receptor,0.153818118133022
MSC,Megakaryocyte,FBLN1,ITGB1,Ligand,Receptor,0.425320753579936,Ligand,Receptor,0.425320753579936
MSC,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,0.720509950755573,Ligand,Receptor,0.720509950755573
MSC,Megakaryocyte,GRN,TNFRSF1A,Ligand,Receptor,0.262916296821012,Ligand,Receptor,0.262916296821012
MSC,Megakaryocyte,ADM,RAMP1,Ligand,Receptor,0.18877196486941,Ligand,Receptor,0.18877196486941
MSC,Megakaryocyte,SERPINF1,PLXDC2,Ligand,Receptor,0.504807905885061,Ligand,Receptor,0.504807905885061
MSC,Megakaryocyte,CXCL12,ITGB1,Ligand,Receptor,1.39864071209022,Ligand,Receptor,1.39864071209022
MSC,Megakaryocyte,CXCL12,ADRA2A,Ligand,Receptor,1.0837401487962,Ligand,Receptor,1.0837401487962
MSC,Megakaryocyte,CXCL12,ITGA4,Ligand,Receptor,1.09725318160986,Ligand,Receptor,1.09725318160986
MSC,Megakaryocyte,CXCL12,CXCR4,Ligand,Receptor,1.18180136159912,Ligand,Receptor,1.18180136159912
MSC,Megakaryocyte,PGF,NRP1,Ligand,Receptor,0.265335636681927,Ligand,Receptor,0.265335636681927
MSC,Megakaryocyte,PGF,NRP2,Ligand,Receptor,0.296197117257955,Ligand,Receptor,0.296197117257955
MSC,Megakaryocyte,LUM,ITGB1,Ligand,Receptor,0.820328307934693,Ligand,Receptor,0.820328307934693
MSC,Megakaryocyte,TFF3,CXCR4,Ligand,Receptor,0.215509493305275,Ligand,Receptor,0.215509493305275
MSC,Megakaryocyte,LGALS3BP,ITGB1,Ligand,Receptor,0.574577278349574,Ligand,Receptor,0.574577278349574
MSC,Megakaryocyte,ANGPT1,ITGB1,Ligand,Receptor,0.412571143411252,Ligand,Receptor,0.412571143411252
MSC,Megakaryocyte,FAM3C,CLEC2D,Ligand,Receptor,0.142963679091188,Ligand,Receptor,0.142963679091188
MSC,Megakaryocyte,SPON2,ITGB1,Ligand,Receptor,0.364041540493084,Ligand,Receptor,0.364041540493084
MSC,Megakaryocyte,SPON2,ITGA4,Ligand,Receptor,0.0626540100127227,Ligand,Receptor,0.0626540100127227
MSC,Megakaryocyte,CLEC11A,ITGB1,Ligand,Receptor,0.49776879427989,Ligand,Receptor,0.49776879427989
MSC,Megakaryocyte,LGALS1,CD69,Ligand,Receptor,0.867657236170591,Ligand,Receptor,0.867657236170591
MSC,Megakaryocyte,TXLNA,STX4,Ligand,Receptor,0.161388759643546,Ligand,Receptor,0.161388759643546
MSC,Megakaryocyte,CD38,PECAM1,Ligand,Receptor,0.21647294412431,Ligand,Receptor,0.21647294412431
MSC,Megakaryocyte,APOE,SORL1,Ligand,Receptor,1.12185224901932,Ligand,Receptor,1.12185224901932
MSC,Megakaryocyte,FSTL1,DIP2A,Ligand,Receptor,0.528254722207748,Ligand,Receptor,0.528254722207748
MSC,Megakaryocyte,HRAS,CAV1,Ligand,Receptor,0.160083370689094,Ligand,Receptor,0.160083370689094
MSC,Megakaryocyte,GRN,SORT1,Ligand,Receptor,0.185925432977483,Ligand,Receptor,0.185925432977483
MSC,Megakaryocyte,TIMP1,CD63,Ligand,Receptor,1.41853936410214,Ligand,Receptor,1.41853936410214
MSC,Megakaryocyte,TIMP2,ITGB1,Ligand,Receptor,0.439247080848613,Ligand,Receptor,0.439247080848613
MSC,Megakaryocyte,GNAI2,F2R,Ligand,Receptor,0.235003615493092,Ligand,Receptor,0.235003615493092
MSC,Megakaryocyte,GNAI2,CAV1,Ligand,Receptor,0.264028488869264,Ligand,Receptor,0.264028488869264
MSC,Megakaryocyte,GNAI2,TBXA2R,Ligand,Receptor,0.170054628643903,Ligand,Receptor,0.170054628643903
MSC,Megakaryocyte,FBN1,ITGB1,Ligand,Receptor,0.472433290888715,Ligand,Receptor,0.472433290888715
MSC,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,0.396078365222006,Ligand,Receptor,0.396078365222006
MSC,Megakaryocyte,HLA-B,CANX,Ligand,Receptor,1.50634355240691,Ligand,Receptor,1.50634355240691
MSC,Megakaryocyte,SERPING1,SELP,Ligand,Receptor,0.566441626401671,Ligand,Receptor,0.566441626401671
MSC,Megakaryocyte,GNAI2,ADRA2A,Ligand,Receptor,0.143047458219255,Ligand,Receptor,0.143047458219255
MSC,Megakaryocyte,VIM,CD44,Ligand,Receptor,0.981434101712485,Ligand,Receptor,0.981434101712485
MSC,Megakaryocyte,MYL9,CD69,Ligand,Receptor,0.316563415282729,Ligand,Receptor,0.316563415282729
MSC,Megakaryocyte,SLPI,PLSCR1,Ligand,Receptor,0.396293342236011,Ligand,Receptor,0.396293342236011
MSC,Megakaryocyte,HEBP1,ADRA2A,Ligand,Receptor,0.188830005735358,Ligand,Receptor,0.188830005735358
MSC,Megakaryocyte,MMP2,PECAM1,Ligand,Receptor,0.319118006934943,Ligand,Receptor,0.319118006934943
MSC,Megakaryocyte,TGFB1,CAV1,Ligand,Receptor,0.219430625945153,Ligand,Receptor,0.219430625945153
MSC,Megakaryocyte,TIMP3,CD44,Ligand,Receptor,0.246669532676437,Ligand,Receptor,0.246669532676437
MSC,Megakaryocyte,HMGB1,CXCR4,Ligand,Receptor,0.859563407378544,Ligand,Receptor,0.859563407378544
MSC,Megakaryocyte,TGM2,ITGA4,Ligand,Receptor,0.0946908347416452,Ligand,Receptor,0.0946908347416452
MSC,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,0.108184972352631,Ligand,Receptor,0.108184972352631
MSC,Megakaryocyte,GNAI2,S1PR4,Ligand,Receptor,0.241922692023323,Ligand,Receptor,0.241922692023323
MSC,Megakaryocyte,MDK,SORL1,Ligand,Receptor,0.646112479356592,Ligand,Receptor,0.646112479356592
MSC,Megakaryocyte,BGN,LY96,Ligand,Receptor,0.433532122970811,Ligand,Receptor,0.433532122970811
MSC,Megakaryocyte,RETN,CAP1,Ligand,Receptor,0.537731825073028,Ligand,Receptor,0.537731825073028
MSC,Megakaryocyte,MDK,NCL,Ligand,Receptor,0.673899509195351,Ligand,Receptor,0.673899509195351
MSC,Megakaryocyte,MXRA5,CD69,Ligand,Receptor,0.259897300809344,Ligand,Receptor,0.259897300809344
MSC,Megakaryocyte,SPARC,ENG,Ligand,Receptor,0.513438167899286,Ligand,Receptor,0.513438167899286
MSC,Megakaryocyte,MXRA5,MFAP3L,Ligand,Receptor,0.103613211113233,Ligand,Receptor,0.103613211113233
MSC,Megakaryocyte,VWF,ITGB1,Ligand,Receptor,0.380127839767373,Ligand,Receptor,0.380127839767373
MSC,Megakaryocyte,GDF11,ACTR2,Ligand,Receptor,0.180919057412252,Ligand,Receptor,0.180919057412252
MSC,Fibroblast,ADAM10,TSPAN17,Ligand,Receptor,0.25062961086442,Ligand,Receptor,0.25062961086442
MSC,Fibroblast,APP,CD74,Ligand,Receptor,0.625602139109874,Ligand,Receptor,0.625602139109874
MSC,Fibroblast,APP,RPSA,Ligand,Receptor,0.81344630121665,Ligand,Receptor,0.81344630121665
MSC,Fibroblast,APP,AGER,Ligand,Receptor,0.165828090079517,Ligand,Receptor,0.165828090079517
MSC,Fibroblast,THBS1,CD36,Ligand,Receptor,0.411942628432578,Ligand,Receptor,0.411942628432578
MSC,Fibroblast,THBS1,CD47,Ligand,Receptor,0.341526824153345,Ligand,Receptor,0.341526824153345
MSC,Fibroblast,BTLA,CD79A,Ligand,Receptor,0.0864919911460187,Ligand,Receptor,0.0864919911460187
MSC,Fibroblast,COL1A1,CD36,Ligand,Receptor,0.782187923206875,Ligand,Receptor,0.782187923206875
MSC,Fibroblast,COL1A1,GP6,Ligand,Receptor,0.656304317490527,Ligand,Receptor,0.656304317490527
MSC,Fibroblast,COL4A1,GP6,Ligand,Receptor,0.110374965903908,Ligand,Receptor,0.110374965903908
MSC,Fibroblast,FN1,CD79A,Ligand,Receptor,0.403489474505686,Ligand,Receptor,0.403489474505686
MSC,Fibroblast,FN1,PLAUR,Ligand,Receptor,0.382403082133486,Ligand,Receptor,0.382403082133486
MSC,Fibroblast,COL1A2,ITGA2B,Ligand,Receptor,0.678764148503544,Ligand,Receptor,0.678764148503544
MSC,Fibroblast,COL1A2,CD36,Ligand,Receptor,0.804647754219892,Ligand,Receptor,0.804647754219892
MSC,Fibroblast,COL1A2,GP6,Ligand,Receptor,0.678764148503544,Ligand,Receptor,0.678764148503544
MSC,Fibroblast,COL6A1,GP6,Ligand,Receptor,0.244117715870508,Ligand,Receptor,0.244117715870508
MSC,Fibroblast,COL6A2,GP6,Ligand,Receptor,0.529518796439486,Ligand,Receptor,0.529518796439486
MSC,Fibroblast,COL6A3,GP6,Ligand,Receptor,0.359319185528799,Ligand,Receptor,0.359319185528799
MSC,Fibroblast,LAMB2,RPSA,Ligand,Receptor,0.764270300203112,Ligand,Receptor,0.764270300203112
MSC,Fibroblast,HSPG2,ITGB1,Ligand,Receptor,0.320229211795686,Ligand,Receptor,0.320229211795686
MSC,Fibroblast,HSPG2,FGFR1,Ligand,Receptor,0.26677094623932,Ligand,Receptor,0.26677094623932
MSC,Fibroblast,GDF11,BMPR2,Ligand,Receptor,0.0892142449840798,Ligand,Receptor,0.0892142449840798
MSC,Fibroblast,HP,ASGR1,Ligand,Receptor,0.103002889825336,Ligand,Receptor,0.103002889825336
MSC,Fibroblast,IGF2,INSR,Ligand,Receptor,0.424160751391581,Ligand,Receptor,0.424160751391581
MSC,Fibroblast,APOE,LDLR,Ligand,Receptor,1.13357640324906,Ligand,Receptor,1.13357640324906
MSC,Fibroblast,APOE,LSR,Ligand,Receptor,1.10321517934356,Ligand,Receptor,1.10321517934356
MSC,Fibroblast,TF,LDLR,Ligand,Receptor,0.25441244583708,Ligand,Receptor,0.25441244583708
MSC,Fibroblast,TF,TFRC,Ligand,Receptor,0.432045318288432,Ligand,Receptor,0.432045318288432
MSC,Fibroblast,LGALS1,ITGB1,Ligand,Receptor,0.791548330171244,Ligand,Receptor,0.791548330171244
MSC,Fibroblast,CCL2,ACKR1,Ligand,Receptor,0.398278091170338,Ligand,Receptor,0.398278091170338
MSC,Fibroblast,VCAN,ITGB1,Ligand,Receptor,0.85198337714507,Ligand,Receptor,0.85198337714507
MSC,Fibroblast,MIF,CXCR4,Ligand,Receptor,0.475898660353667,Ligand,Receptor,0.475898660353667
MSC,Fibroblast,HGF,ITGB1,Ligand,Receptor,0.380949090623139,Ligand,Receptor,0.380949090623139
MSC,Fibroblast,CXCL2,ACKR1,Ligand,Receptor,0.302462688824861,Ligand,Receptor,0.302462688824861
MSC,Fibroblast,FST,BMPR2,Ligand,Receptor,0.146882383771582,Ligand,Receptor,0.146882383771582
MSC,Fibroblast,FGF7,FGFR1,Ligand,Receptor,0.188420268862314,Ligand,Receptor,0.188420268862314
MSC,Fibroblast,CALR,ITGA2B,Ligand,Receptor,0.38265516940925,Ligand,Receptor,0.38265516940925
MSC,Fibroblast,CALR,SCARF1,Ligand,Receptor,0.412600878393732,Ligand,Receptor,0.412600878393732
MSC,Fibroblast,GRN,TNFRSF1A,Ligand,Receptor,0.211958610041503,Ligand,Receptor,0.211958610041503
MSC,Fibroblast,ADM,RAMP3,Ligand,Receptor,0.131056695647006,Ligand,Receptor,0.131056695647006
MSC,Fibroblast,SERPINF1,PLXDC2,Ligand,Receptor,0.437665539237583,Ligand,Receptor,0.437665539237583
MSC,Fibroblast,CXCL12,ITGB1,Ligand,Receptor,1.19230012581954,Ligand,Receptor,1.19230012581954
MSC,Fibroblast,CXCL12,CXCR4,Ligand,Receptor,1.15586441139198,Ligand,Receptor,1.15586441139198
MSC,Fibroblast,PGF,NRP2,Ligand,Receptor,0.276833987604986,Ligand,Receptor,0.276833987604986
MSC,Fibroblast,LUM,ITGB1,Ligand,Receptor,0.613987721664015,Ligand,Receptor,0.613987721664015
MSC,Fibroblast,TFF3,CXCR4,Ligand,Receptor,0.189572543098136,Ligand,Receptor,0.189572543098136
MSC,Fibroblast,LGALS3BP,ITGB1,Ligand,Receptor,0.368236692078896,Ligand,Receptor,0.368236692078896
MSC,Fibroblast,CCL14,ACKR1,Ligand,Receptor,0.298240236276104,Ligand,Receptor,0.298240236276104
MSC,Fibroblast,RARRES2,CCRL2,Ligand,Receptor,0.338423757521141,Ligand,Receptor,0.338423757521141
MSC,Fibroblast,CD38,PECAM1,Ligand,Receptor,0.135254330140472,Ligand,Receptor,0.135254330140472
MSC,Fibroblast,FSTL1,DIP2A,Ligand,Receptor,0.623532091881828,Ligand,Receptor,0.623532091881828
MSC,Fibroblast,TIMP1,CD63,Ligand,Receptor,0.944980217475987,Ligand,Receptor,0.944980217475987
MSC,Fibroblast,TGFB1,ENG,Ligand,Receptor,0.294196251134641,Ligand,Receptor,0.294196251134641
MSC,Fibroblast,GNAI2,F2R,Ligand,Receptor,0.141546495707981,Ligand,Receptor,0.141546495707981
MSC,Fibroblast,FBN1,ITGB1,Ligand,Receptor,0.266092704618037,Ligand,Receptor,0.266092704618037
MSC,Fibroblast,SLPI,PLSCR4,Ligand,Receptor,0.344032112760529,Ligand,Receptor,0.344032112760529
MSC,Fibroblast,HMGB1,THBD,Ligand,Receptor,0.85693510434242,Ligand,Receptor,0.85693510434242
MSC,Fibroblast,NAMPT,INSR,Ligand,Receptor,0.108811482170775,Ligand,Receptor,0.108811482170775
MSC,Fibroblast,SLPI,PLSCR1,Ligand,Receptor,0.471553131558024,Ligand,Receptor,0.471553131558024
MSC,Fibroblast,C1QB,C1QBP,Ligand,Receptor,0.25188950366535,Ligand,Receptor,0.25188950366535
MSC,Fibroblast,HMGB1,AGER,Ligand,Receptor,0.788422050050114,Ligand,Receptor,0.788422050050114
MSC,Fibroblast,MMP2,PECAM1,Ligand,Receptor,0.237899392951105,Ligand,Receptor,0.237899392951105
MSC,Fibroblast,MMP2,FGFR1,Ligand,Receptor,0.196849114316697,Ligand,Receptor,0.196849114316697
MSC,Fibroblast,FABP5,RXRA,Ligand,Receptor,0.198789516395838,Ligand,Receptor,0.198789516395838
MSC,Fibroblast,HMGB1,CXCR4,Ligand,Receptor,0.833626457171405,Ligand,Receptor,0.833626457171405
MSC,Fibroblast,GNAI2,S1PR4,Ligand,Receptor,0.137923421357158,Ligand,Receptor,0.137923421357158
MSC,Fibroblast,FADD,TRAF2,Ligand,Receptor,0.0220390495876192,Ligand,Receptor,0.0220390495876192
MSC,Fibroblast,HSP90B1,ASGR1,Ligand,Receptor,0.296173661767787,Ligand,Receptor,0.296173661767787
MSC,Fibroblast,MDK,NCL,Ligand,Receptor,0.812745854302084,Ligand,Receptor,0.812745854302084
MSC,Fibroblast,SPARC,FGFR1,Ligand,Receptor,0.45568549119324,Ligand,Receptor,0.45568549119324
MSC,Fibroblast,SPARC,ENG,Ligand,Receptor,0.596330435565758,Ligand,Receptor,0.596330435565758
MSC,Fibroblast,MXRA5,AGER,Ligand,Receptor,0.102148273261149,Ligand,Receptor,0.102148273261149
MSC,Fibroblast,MXRA5,MFAP3L,Ligand,Receptor,0.109814643488014,Ligand,Receptor,0.109814643488014
MSC,Myeloid,ICAM4,ITGB2,Ligand,Receptor,0.21271846419103,Ligand,Receptor,0.21271846419103
MSC,Myeloid,COL1A1,CD44,Ligand,Receptor,0.704761049374438,Ligand,Receptor,0.704761049374438
MSC,Myeloid,COL1A1,CD36,Ligand,Receptor,0.690904830143715,Ligand,Receptor,0.690904830143715
MSC,Myeloid,FN1,CD44,Ligand,Receptor,0.402321007804391,Ligand,Receptor,0.402321007804391
MSC,Myeloid,COL1A2,ITGA2B,Ligand,Receptor,0.718068715732647,Ligand,Receptor,0.718068715732647
MSC,Myeloid,COL1A2,CD44,Ligand,Receptor,0.727220880387455,Ligand,Receptor,0.727220880387455
MSC,Myeloid,COL1A2,CD36,Ligand,Receptor,0.713364661156732,Ligand,Receptor,0.713364661156732
MSC,Myeloid,COL6A1,CD44,Ligand,Receptor,0.292574447754418,Ligand,Receptor,0.292574447754418
MSC,Myeloid,COL6A2,CD44,Ligand,Receptor,0.577975528323396,Ligand,Receptor,0.577975528323396
MSC,Myeloid,COL6A3,CD44,Ligand,Receptor,0.407775917412709,Ligand,Receptor,0.407775917412709
MSC,Myeloid,LAMA4,CD44,Ligand,Receptor,0.321933305074493,Ligand,Receptor,0.321933305074493
MSC,Myeloid,HP,ITGB2,Ligand,Receptor,0.267620023883683,Ligand,Receptor,0.267620023883683
MSC,Myeloid,CCL2,ACKR1,Ligand,Receptor,0.298720319196127,Ligand,Receptor,0.298720319196127
MSC,Myeloid,VCAN,CD44,Ligand,Receptor,0.790379169494361,Ligand,Receptor,0.790379169494361
MSC,Myeloid,HGF,CD44,Ligand,Receptor,0.31934488297243,Ligand,Receptor,0.31934488297243
MSC,Myeloid,CALR,ITGA2B,Ligand,Receptor,0.421959736638353,Ligand,Receptor,0.421959736638353
MSC,Myeloid,PGF,NRP2,Ligand,Receptor,0.292217388791526,Ligand,Receptor,0.292217388791526
MSC,Myeloid,SPON2,ITGB2,Ligand,Receptor,0.224810437511942,Ligand,Receptor,0.224810437511942
MSC,Myeloid,TIMP1,CD63,Ligand,Receptor,1.13167134004962,Ligand,Receptor,1.13167134004962
MSC,Myeloid,VIM,CD44,Ligand,Receptor,0.987679614730534,Ligand,Receptor,0.987679614730534
MSC,Myeloid,GDF11,ACTR2,Ligand,Receptor,0.25108091934771,Ligand,Receptor,0.25108091934771
Megakaryocyte,Neural,B2M,TFRC,Ligand,Receptor,2.85156632706888,Ligand,Receptor,2.85156632706888
Megakaryocyte,Neural,TNFSF13B,TFRC,Ligand,Receptor,0.424683023320801,Ligand,Receptor,0.424683023320801
Megakaryocyte,Neural,TGFB1,ITGB1,Ligand,Receptor,0.345018617291655,Ligand,Receptor,0.345018617291655
Megakaryocyte,Neural,TGFB1,CXCR4,Ligand,Receptor,0.33643018015478,Ligand,Receptor,0.33643018015478
Megakaryocyte,Neural,PPBP,ACKR1,Ligand,Receptor,1.89722528714784,Ligand,Receptor,1.89722528714784
Megakaryocyte,Neural,PF4,THBD,Ligand,Receptor,1.81342521654809,Ligand,Receptor,1.81342521654809
Megakaryocyte,Neural,PF4,ACKR1,Ligand,Receptor,1.86649351032304,Ligand,Receptor,1.86649351032304
Megakaryocyte,Neural,CCL5,CCRL2,Ligand,Receptor,1.35593878058827,Ligand,Receptor,1.35593878058827
Megakaryocyte,Neural,CCL5,ACKR1,Ligand,Receptor,1.32572445259702,Ligand,Receptor,1.32572445259702
Megakaryocyte,Neural,MIF,CXCR4,Ligand,Receptor,0.50457472973956,Ligand,Receptor,0.50457472973956
Megakaryocyte,Neural,GPI,AMFR,Ligand,Receptor,0.273790733863794,Ligand,Receptor,0.273790733863794
Megakaryocyte,Neural,F13A1,ITGB1,Ligand,Receptor,0.490176299706682,Ligand,Receptor,0.490176299706682
Megakaryocyte,Neural,HMGB1,THBD,Ligand,Receptor,0.744481920234485,Ligand,Receptor,0.744481920234485
Megakaryocyte,Neural,HLA-B,CANX,Ligand,Receptor,1.69306267680389,Ligand,Receptor,1.69306267680389
Megakaryocyte,Neural,PTDSS1,JMJD6,Ligand,Receptor,0.0748766057198897,Ligand,Receptor,0.0748766057198897
Megakaryocyte,Neural,PTDSS1,SCARB1,Ligand,Receptor,0.0657452631733955,Ligand,Receptor,0.0657452631733955
Megakaryocyte,Neural,CALM1,MYLK,Ligand,Receptor,0.337345581178818,Ligand,Receptor,0.337345581178818
Megakaryocyte,Neural,CALM3,MYLK,Ligand,Receptor,0.905913165505689,Ligand,Receptor,0.905913165505689
Megakaryocyte,Neural,CALM3,AQP1,Ligand,Receptor,0.912298937325074,Ligand,Receptor,0.912298937325074
Megakaryocyte,Neural,PKM,CD44,Ligand,Receptor,0.815121442449523,Ligand,Receptor,0.815121442449523
Megakaryocyte,Neural,ICAM4,RHAG,Ligand,Receptor,0.36129233889215,Ligand,Receptor,0.36129233889215
Megakaryocyte,Neural,HMGB1,CXCR4,Ligand,Receptor,0.746823845553749,Ligand,Receptor,0.746823845553749
Megakaryocyte,Neural,HMGB1,CD163,Ligand,Receptor,0.744988004972914,Ligand,Receptor,0.744988004972914
Megakaryocyte,Neural,CALM1,HMMR,Ligand,Receptor,0.33445381896107,Ligand,Receptor,0.33445381896107
Megakaryocyte,Neural,CALM1,PTPRA,Ligand,Receptor,0.334483170449153,Ligand,Receptor,0.334483170449153
Megakaryocyte,Neural,LGALS9,SLC1A5,Ligand,Receptor,0.3954732147996,Ligand,Receptor,0.3954732147996
Megakaryocyte,Neural,CALM1,KCNN4,Ligand,Receptor,0.349836294131778,Ligand,Receptor,0.349836294131778
Megakaryocyte,Neural,CALM1,AQP1,Ligand,Receptor,0.343731352998203,Ligand,Receptor,0.343731352998203
Megakaryocyte,Neural,CALM1,FAS,Ligand,Receptor,0.383063801255123,Ligand,Receptor,0.383063801255123
Megakaryocyte,Neural,SOCS2,EPOR,Ligand,Receptor,0.180549663159475,Ligand,Receptor,0.180549663159475
Megakaryocyte,Neural,TGFB1,LPP,Ligand,Receptor,0.335017799036844,Ligand,Receptor,0.335017799036844
Megakaryocyte,MSC,LGALS9,LRP1,Ligand,Receptor,0.285201957211899,Ligand,Receptor,0.285201957211899
Megakaryocyte,MSC,LGALS9,CD47,Ligand,Receptor,0.247827924963248,Ligand,Receptor,0.247827924963248
Megakaryocyte,MSC,LGALS9,MRC2,Ligand,Receptor,0.304832121132642,Ligand,Receptor,0.304832121132642
Megakaryocyte,MSC,SEMA7A,ITGA1,Ligand,Receptor,0.192987437623616,Ligand,Receptor,0.192987437623616
Megakaryocyte,MSC,HLA-DRA,CD4,Ligand,Receptor,0.215601336485698,Ligand,Receptor,0.215601336485698
Megakaryocyte,MSC,HLA-DRA,LAG3,Ligand,Receptor,0.184048433780531,Ligand,Receptor,0.184048433780531
Megakaryocyte,MSC,HLA-DQB1,CD4,Ligand,Receptor,0.13920865543616,Ligand,Receptor,0.13920865543616
Megakaryocyte,MSC,HLA-DQB1,LAG3,Ligand,Receptor,0.107655752730992,Ligand,Receptor,0.107655752730992
Megakaryocyte,MSC,HLA-DPB1,CD4,Ligand,Receptor,0.206453145198075,Ligand,Receptor,0.206453145198075
Megakaryocyte,MSC,HLA-DPB1,LAG3,Ligand,Receptor,0.174900242492908,Ligand,Receptor,0.174900242492908
Megakaryocyte,MSC,APP,TSPAN15,Ligand,Receptor,0.186010383693328,Ligand,Receptor,0.186010383693328
Megakaryocyte,MSC,APP,CD74,Ligand,Receptor,0.447220552590891,Ligand,Receptor,0.447220552590891
Megakaryocyte,MSC,APP,NOTCH2,Ligand,Receptor,0.20614232579306,Ligand,Receptor,0.20614232579306
Megakaryocyte,MSC,APP,LRP1,Ligand,Receptor,0.308235736480566,Ligand,Receptor,0.308235736480566
Megakaryocyte,MSC,THBS1,LRP1,Ligand,Receptor,0.277885619333748,Ligand,Receptor,0.277885619333748
Megakaryocyte,MSC,CD99,CD81,Ligand,Receptor,0.962386180795827,Ligand,Receptor,0.962386180795827
Megakaryocyte,MSC,CD99,PILRB,Ligand,Receptor,0.810944757662138,Ligand,Receptor,0.810944757662138
Megakaryocyte,MSC,HLA-DPA1,CD4,Ligand,Receptor,0.126371432642169,Ligand,Receptor,0.126371432642169
Megakaryocyte,MSC,HLA-DPA1,LAG3,Ligand,Receptor,0.0948185299370013,Ligand,Receptor,0.0948185299370013
Megakaryocyte,MSC,HLA-DMB,CD4,Ligand,Receptor,0.116169836004719,Ligand,Receptor,0.116169836004719
Megakaryocyte,MSC,B2M,TFRC,Ligand,Receptor,2.56089972606441,Ligand,Receptor,2.56089972606441
Megakaryocyte,MSC,SIRPA,CD47,Ligand,Receptor,0.17377811774125,Ligand,Receptor,0.17377811774125
Megakaryocyte,MSC,DLK1,NOTCH2,Ligand,Receptor,0.611087837560799,Ligand,Receptor,0.611087837560799
